,city,created_at_format,total_debt_total
722,Самара,2022-02-07,1353.6
723,Москва,2022-02-08,6096.8
724,Самара,2022-02-08,1353.6
725,Тольятти,2022-02-08,1310.4
726,Москва,2022-02-09,5780.0
727,Самара,2022-02-09,1353.6
728,Тольятти,2022-02-09,1310.4
729,Москва,2022-02-10,4330.0
730,Тольятти,2022-02-10,1741.74
731,Москва,2022-02-11,6078.26
732,Тольятти,2022-02-11,1310.4
733,Москва,2022-02-12,2890.0
734,Самара,2022-02-12,1353.6
735,Тольятти,2022-02-12,1310.4
736,Москва,2022-02-13,4330.0
737,Самара,2022-02-13,2897.08
738,Москва,2022-02-14,4165.0
739,Москва,2022-02-15,7570.0
740,Москва,2022-02-16,5780.0
741,Москва,2022-02-17,5780.0
742,Самара,2022-02-17,1353.6
743,Москва,2022-02-18,4519.0
744,Самара,2022-02-18,1353.6
745,Москва,2022-02-19,2900.0
746,Москва,2022-02-20,4330.0
747,Москва,2022-02-21,4330.0
748,Москва,2022-02-22,3012.0
749,Москва,2022-02-23,2890.0
750,Москва,2022-02-24,5790.0
751,Москва,2022-02-25,2890.0
752,Москва,2022-02-26,1440.0
753,Тольятти,2022-02-26,1310.4
754,Москва,2022-02-27,1440.0
755,Самара,2022-02-27,1353.6
756,Москва,2022-02-28,1440.0
757,Москва,2022-03-01,1440.0
758,Самара,2022-03-01,396.68
759,Москва,2022-03-02,1440.0
760,Москва,2022-03-03,1440.0
761,Самара,2022-03-04,1243.62
762,Тольятти,2022-03-05,1310.4
763,Самара,2022-03-07,2707.2
764,Самара,2022-03-08,1353.6
765,Самара,2022-03-09,1353.6
766,Тольятти,2022-03-13,478.5
767,Москва,2022-03-15,1595.0
768,Самара,2022-03-15,2572.78
769,Санкт-Петербург,2022-03-15,7839.28
770,Тольятти,2022-03-15,1310.4
771,Тольятти,2022-03-16,1310.4
772,Тольятти,2022-03-17,3931.2
773,Самара,2022-03-18,1353.6
774,Тольятти,2022-03-18,2620.8
775,Самара,2022-03-19,2707.2
776,Тольятти,2022-03-19,5241.6
777,Тольятти,2022-03-20,3931.2
778,Самара,2022-03-21,1548.18
779,Тольятти,2022-03-21,3931.2
780,Москва,2022-03-22,1650.0
781,Самара,2022-03-23,1353.6
782,Тольятти,2022-03-23,1310.4
783,Москва,2022-03-24,7134.0
784,Самара,2022-03-24,2673.36
785,Санкт-Петербург,2022-03-24,1379.66
786,Тольятти,2022-03-24,1284.92
787,Москва,2022-03-25,8250.0
788,Москва,2022-03-26,1650.0
789,Тольятти,2022-03-26,1310.4
790,Москва,2022-03-27,1650.0
791,Тольятти,2022-03-27,2620.8
792,Москва,2022-03-28,4950.0
793,Тольятти,2022-03-28,2620.8
794,Москва,2022-03-29,2800.0
795,Тольятти,2022-03-29,2620.8
796,Москва,2022-03-30,1650.0
797,Тольятти,2022-03-30,2620.8
798,Тольятти,2022-03-31,2620.8
799,Тольятти,2022-04-01,2620.8
800,Тольятти,2022-04-02,1310.4
801,Москва,2022-04-03,3300.0
802,Тольятти,2022-04-03,1310.4
803,Москва,2022-04-04,3300.0
804,Москва,2022-04-05,1650.0
805,Тольятти,2022-04-06,1310.4
806,Москва,2022-04-07,2800.0
807,Тольятти,2022-04-07,1310.4
808,Тольятти,2022-04-09,1310.4
809,Москва,2022-04-10,1650.0
810,Самара,2022-04-10,1353.6
811,Москва,2022-04-11,3300.0
812,Тольятти,2022-04-11,1310.4
813,Москва,2022-04-12,1650.0
814,Тольятти,2022-04-12,1310.4
815,Москва,2022-04-13,1650.0
816,Москва,2022-04-14,1650.0
817,Москва,2022-04-15,4530.0
818,Москва,2022-04-16,1650.0
819,Москва,2022-04-17,1650.0
820,Москва,2022-04-18,3300.0
821,Москва,2022-04-19,4950.0
822,Москва,2022-04-20,3300.0
823,Москва,2022-04-21,3300.0
824,Москва,2022-04-22,5858.0
825,Санкт-Петербург,2022-04-22,6100.0
826,Санкт-Петербург,2022-04-23,4950.0
827,Тольятти,2022-04-24,1628.9
