,city,created_at_format,total_debt_total
682,Тольятти,2021-04-10,18847.22
683,Москва,2021-04-11,21600.0
684,Самара,2021-04-11,10022.4
685,Санкт-Петербург,2021-04-11,8180.21
686,Тольятти,2021-04-11,15829.66
687,Москва,2021-04-12,28090.0
688,Самара,2021-04-12,7468.86
689,Санкт-Петербург,2021-04-12,2558.8
690,Тольятти,2021-04-12,15956.3
691,Москва,2021-04-13,22324.0
692,Самара,2021-04-13,7516.8
693,Санкт-Петербург,2021-04-13,6374.8
694,Тольятти,2021-04-13,11088.0
695,Москва,2021-04-14,50043.48
696,Самара,2021-04-14,9885.33
697,Санкт-Петербург,2021-04-14,8180.21
698,Тольятти,2021-04-14,9979.2
699,Москва,2021-04-15,24871.56
700,Самара,2021-04-15,13640.25
701,Санкт-Петербург,2021-04-15,8179.2
702,Тольятти,2021-04-15,9506.21
703,Москва,2021-04-16,20044.8
704,Самара,2021-04-16,8769.6
705,Санкт-Петербург,2021-04-16,9633.6
706,Тольятти,2021-04-16,9861.6
707,Москва,2021-04-17,30951.0
708,Самара,2021-04-17,10022.4
709,Санкт-Петербург,2021-04-17,4363.2
710,Тольятти,2021-04-17,16228.8
711,Москва,2021-04-18,37240.4
712,Самара,2021-04-18,12513.6
713,Санкт-Петербург,2021-04-18,11088.0
714,Тольятти,2021-04-18,15926.4
715,Москва,2021-04-19,26121.6
716,Самара,2021-04-19,9917.13
717,Санкт-Петербург,2021-04-19,9231.08
718,Тольятти,2021-04-19,13039.95
719,Москва,2021-04-20,20162.0
720,Самара,2021-04-20,12637.45
721,Санкт-Петербург,2021-04-20,7272.0
722,Тольятти,2021-04-20,9428.51
723,Москва,2021-04-21,18724.0
724,Самара,2021-04-21,6261.39
725,Санкт-Петербург,2021-04-21,10975.12
726,Тольятти,2021-04-21,12903.24
727,Москва,2021-04-22,17601.0
728,Самара,2021-04-22,7510.03
729,Санкт-Петербург,2021-04-22,7272.0
730,Тольятти,2021-04-22,19152.84
731,Москва,2021-04-23,15990.0
732,Самара,2021-04-23,9268.69
733,Санкт-Петербург,2021-04-23,8295.35
734,Тольятти,2021-04-23,16082.5
735,Москва,2021-04-24,39400.62
736,Самара,2021-04-24,7516.8
737,Санкт-Петербург,2021-04-24,6724.8
738,Тольятти,2021-04-24,14408.4
739,Москва,2021-04-25,33236.2
740,Самара,2021-04-25,6249.6
741,Санкт-Петербург,2021-04-25,8179.2
742,Тольятти,2021-04-25,16420.6
743,Москва,2021-04-26,32695.2
744,Самара,2021-04-26,3758.4
745,Санкт-Петербург,2021-04-26,8179.2
746,Тольятти,2021-04-26,15928.08
747,Москва,2021-04-27,16965.4
748,Самара,2021-04-27,15006.54
749,Санкт-Петербург,2021-04-27,6779.2
750,Тольятти,2021-04-27,12516.28
751,Москва,2021-04-28,17596.8
752,Самара,2021-04-28,10155.51
753,Санкт-Петербург,2021-04-28,8179.2
754,Тольятти,2021-04-28,13204.8
755,Москва,2021-04-29,19037.8
756,Самара,2021-04-29,3758.4
757,Санкт-Петербург,2021-04-29,9636.63
758,Тольятти,2021-04-29,7762.3
759,Москва,2021-04-30,20194.4
760,Самара,2021-04-30,12528.0
761,Санкт-Петербург,2021-04-30,6026.82
762,Тольятти,2021-04-30,12199.25
763,Москва,2021-05-01,38871.48
764,Самара,2021-05-01,11273.65
765,Санкт-Петербург,2021-05-01,3820.4
766,Тольятти,2021-05-01,9979.9
767,Москва,2021-05-02,31283.0
768,Самара,2021-05-02,11275.2
769,Санкт-Петербург,2021-05-02,6727.18
770,Тольятти,2021-05-02,12859.56
771,Москва,2021-05-03,22640.0
772,Самара,2021-05-03,7516.8
773,Санкт-Петербург,2021-05-03,6724.8
774,Тольятти,2021-05-03,12201.14
775,Москва,2021-05-04,27562.6
776,Самара,2021-05-04,11198.64
777,Санкт-Петербург,2021-05-04,12542.4
778,Тольятти,2021-05-04,15220.8
779,Москва,2021-05-05,24725.4
780,Самара,2021-05-05,8769.6
781,Санкт-Петербург,2021-05-05,9634.61
782,Тольятти,2021-05-05,18679.5
783,Москва,2021-05-06,18000.0
784,Самара,2021-05-06,12528.0
785,Санкт-Петербург,2021-05-06,11088.0
786,Тольятти,2021-05-06,15019.2
787,Москва,2021-05-07,17113.8
788,Самара,2021-05-07,15033.6
789,Санкт-Петербург,2021-05-07,11995.2
790,Тольятти,2021-05-07,13725.2
791,Москва,2021-05-08,7565.82
792,Самара,2021-05-08,11137.74
793,Санкт-Петербург,2021-05-08,10951.2
794,Тольятти,2021-05-08,9475.2
795,Москва,2021-05-09,10989.6
796,Самара,2021-05-09,11276.07
797,Санкт-Петербург,2021-05-09,5818.61
798,Тольятти,2021-05-09,14112.0
799,Москва,2021-05-10,18508.4
800,Самара,2021-05-10,13781.67
801,Санкт-Петербург,2021-05-10,10456.75
802,Тольятти,2021-05-10,13204.8
803,Москва,2021-05-11,21399.4
804,Самара,2021-05-11,5353.3
805,Санкт-Петербург,2021-05-11,2027.6
806,Тольятти,2021-05-11,11445.0
807,Москва,2021-05-12,8956.8
808,Самара,2021-05-12,12515.82
809,Санкт-Петербург,2021-05-12,5817.6
810,Тольятти,2021-05-12,12903.24
811,Москва,2021-05-13,9398.4
812,Самара,2021-05-13,7516.8
813,Санкт-Петербург,2021-05-13,3040.61
814,Тольятти,2021-05-13,14193.9
815,Москва,2021-05-14,14837.2
816,Самара,2021-05-14,8769.6
817,Санкт-Петербург,2021-05-14,4363.2
818,Тольятти,2021-05-14,12808.2
819,Москва,2021-05-15,18870.0
820,Самара,2021-05-15,10022.4
821,Санкт-Петербург,2021-05-15,4417.6
822,Тольятти,2021-05-15,8769.6
823,Москва,2021-05-16,25546.2
824,Самара,2021-05-16,8769.6
825,Санкт-Петербург,2021-05-16,8738.04
826,Тольятти,2021-05-16,13267.8
827,Москва,2021-05-17,11840.0
828,Самара,2021-05-17,7517.67
829,Санкт-Петербург,2021-05-17,6079.2
830,Тольятти,2021-05-17,12880.7
831,Москва,2021-05-18,10518.4
832,Самара,2021-05-18,8770.47
833,Санкт-Петербург,2021-05-18,6374.8
834,Тольятти,2021-05-18,11793.6
835,Москва,2021-05-19,20161.0
836,Самара,2021-05-19,10022.4
837,Санкт-Петербург,2021-05-19,9840.8
838,Тольятти,2021-05-19,8404.9
839,Москва,2021-05-20,28809.6
840,Самара,2021-05-20,12337.47
841,Санкт-Петербург,2021-05-20,9086.4
842,Тольятти,2021-05-20,12579.0
843,Москва,2021-05-21,15445.4
844,Самара,2021-05-21,8769.6
845,Санкт-Петербург,2021-05-21,12359.69
846,Тольятти,2021-05-21,8683.5
847,Москва,2021-05-22,37640.2
848,Самара,2021-05-22,13780.8
849,Санкт-Петербург,2021-05-22,10246.21
850,Тольятти,2021-05-22,10483.2
851,Москва,2021-05-23,33006.8
852,Самара,2021-05-23,11278.0
853,Санкт-Петербург,2021-05-23,9490.8
854,Тольятти,2021-05-23,12412.4
855,Москва,2021-05-24,28172.0
856,Самара,2021-05-24,11275.2
857,Санкт-Петербург,2021-05-24,6835.24
858,Тольятти,2021-05-24,12298.44
859,Москва,2021-05-25,17596.8
860,Самара,2021-05-25,6259.65
861,Санкт-Петербург,2021-05-25,5270.4
862,Тольятти,2021-05-25,14966.0
863,Москва,2021-05-26,20476.8
864,Самара,2021-05-26,9397.4
865,Санкт-Петербург,2021-05-26,4278.83
866,Тольятти,2021-05-26,10713.5
867,Москва,2021-05-27,24797.8
868,Самара,2021-05-27,16475.19
869,Санкт-Петербург,2021-05-27,4976.44
870,Тольятти,2021-05-27,10405.5
871,Москва,2021-05-28,29522.0
872,Самара,2021-05-28,7517.67
873,Санкт-Петербург,2021-05-28,8179.2
874,Тольятти,2021-05-28,9584.0
875,Москва,2021-05-29,46367.6
876,Самара,2021-05-29,10022.4
877,Санкт-Петербург,2021-05-29,6233.01
878,Тольятти,2021-05-29,12001.5
879,Москва,2021-05-30,39687.4
880,Самара,2021-05-30,15262.41
881,Санкт-Петербург,2021-05-30,9840.8
882,Тольятти,2021-05-30,13407.1
883,Москва,2021-05-31,18921.6
884,Самара,2021-05-31,10023.27
885,Санкт-Петербург,2021-05-31,5270.4
886,Тольятти,2021-05-31,12174.4
887,Москва,2021-06-01,23444.2
888,Самара,2021-06-01,10022.4
889,Санкт-Петербург,2021-06-01,6780.21
890,Тольятти,2021-06-01,7358.4
891,Москва,2021-06-02,36892.64
892,Самара,2021-06-02,9961.5
893,Санкт-Петербург,2021-06-02,11982.0
894,Тольятти,2021-06-02,10366.3
895,Москва,2021-06-03,17684.2
896,Самара,2021-06-03,8653.02
897,Санкт-Петербург,2021-06-03,8393.32
898,Тольятти,2021-06-03,7358.4
899,Москва,2021-06-04,22926.8
900,Самара,2021-06-04,5011.2
901,Санкт-Петербург,2021-06-04,5324.8
902,Тольятти,2021-06-04,14432.6
903,Москва,2021-06-05,39601.0
904,Самара,2021-06-05,11275.2
905,Санкт-Петербург,2021-06-05,5117.6
906,Тольятти,2021-06-05,10584.0
907,Москва,2021-06-06,27362.0
908,Самара,2021-06-06,12528.0
909,Санкт-Петербург,2021-06-06,9087.41
910,Тольятти,2021-06-06,14816.9
911,Москва,2021-06-07,27840.64
912,Самара,2021-06-07,7516.8
913,Санкт-Петербург,2021-06-07,4220.4
914,Тольятти,2021-06-07,11390.4
915,Москва,2021-06-08,29991.4
916,Самара,2021-06-08,5011.2
917,Санкт-Петербург,2021-06-08,4572.04
918,Тольятти,2021-06-08,12227.04
919,Москва,2021-06-09,20881.0
920,Самара,2021-06-09,11176.89
921,Санкт-Петербург,2021-06-09,2911.18
922,Тольятти,2021-06-09,7560.0
923,Москва,2021-06-10,17684.2
924,Самара,2021-06-10,8769.6
925,Санкт-Петербург,2021-06-10,4364.21
926,Тольятти,2021-06-10,7051.8
927,Москва,2021-06-11,23963.6
928,Самара,2021-06-11,11275.2
929,Санкт-Петербург,2021-06-11,7272.0
930,Тольятти,2021-06-11,12298.3
931,Москва,2021-06-12,28170.04
932,Самара,2021-06-12,7520.47
933,Санкт-Петербург,2021-06-12,5270.4
934,Тольятти,2021-06-12,12964.0
935,Москва,2021-06-13,32476.4
936,Самара,2021-06-13,7348.02
937,Санкт-Петербург,2021-06-13,8180.21
938,Тольятти,2021-06-13,12096.0
939,Москва,2021-06-14,30189.8
940,Самара,2021-06-14,10022.4
941,Санкт-Петербург,2021-06-14,9086.4
942,Тольятти,2021-06-14,17472.7
943,Москва,2021-06-15,32403.0
944,Самара,2021-06-15,6264.0
945,Санкт-Петербург,2021-06-15,3817.01
946,Тольятти,2021-06-15,11088.0
947,Москва,2021-06-16,17684.2
948,Самара,2021-06-16,10022.4
949,Санкт-Петербург,2021-06-16,2361.6
950,Тольятти,2021-06-16,13048.0
951,Москва,2021-06-17,25921.0
952,Самара,2021-06-17,10502.54
953,Санкт-Петербург,2021-06-17,2908.8
954,Тольятти,2021-06-17,5670.0
955,Москва,2021-06-18,12961.0
956,Самара,2021-06-18,5011.2
957,Санкт-Петербург,2021-06-18,3816.0
958,Тольятти,2021-06-18,13004.6
959,Москва,2021-06-19,25921.0
960,Самара,2021-06-19,6264.0
961,Санкт-Петербург,2021-06-19,3816.0
962,Тольятти,2021-06-19,7063.3
963,Москва,2021-06-20,37120.8
964,Самара,2021-06-20,7516.8
965,Санкт-Петербург,2021-06-20,3746.31
966,Тольятти,2021-06-20,10993.5
967,Москва,2021-06-21,21786.8
968,Самара,2021-06-21,10023.27
969,Санкт-Петербург,2021-06-21,6726.44
970,Тольятти,2021-06-21,14112.0
971,Москва,2021-06-22,22442.16
972,Самара,2021-06-22,11278.0
973,Санкт-Петербург,2021-06-22,5272.04
974,Тольятти,2021-06-22,7056.7
975,Москва,2021-06-23,23761.0
976,Самара,2021-06-23,16073.25
977,Санкт-Петербург,2021-06-23,1454.4
978,Тольятти,2021-06-23,15115.4
979,Москва,2021-06-24,19641.6
980,Самара,2021-06-24,6264.0
981,Санкт-Петербург,2021-06-24,7214.4
982,Тольятти,2021-06-24,11994.5
983,Москва,2021-06-25,11319.4
984,Самара,2021-06-25,12528.0
985,Санкт-Петербург,2021-06-25,6724.8
986,Тольятти,2021-06-25,11088.7
987,Москва,2021-06-26,35367.4
988,Самара,2021-06-26,9911.91
989,Санкт-Петербург,2021-06-26,2361.6
990,Тольятти,2021-06-26,9797.2
991,Москва,2021-06-27,33329.88
992,Самара,2021-06-27,16288.14
993,Санкт-Петербург,2021-06-27,1454.4
994,Тольятти,2021-06-27,13104.7
995,Москва,2021-06-28,23761.0
996,Самара,2021-06-28,11259.54
997,Санкт-Петербург,2021-06-28,3816.0
998,Тольятти,2021-06-28,13031.9
999,Москва,2021-06-29,20967.4
1000,Самара,2021-06-29,3758.4
1001,Санкт-Петербург,2021-06-29,6179.24
1002,Тольятти,2021-06-29,11088.0
1003,Москва,2021-06-30,30880.02
1004,Самара,2021-06-30,6264.0
1005,Санкт-Петербург,2021-06-30,5272.04
1006,Тольятти,2021-06-30,10080.0
1007,Москва,2021-07-01,19440.0
1008,Самара,2021-07-01,6266.8
1009,Санкт-Петербург,2021-07-01,6724.8
1010,Тольятти,2021-07-01,9072.0
1011,Москва,2021-07-02,21081.6
1012,Самара,2021-07-02,7516.8
1013,Санкт-Петербург,2021-07-02,7632.0
1014,Тольятти,2021-07-02,8690.72
1015,Москва,2021-07-03,20044.8
1016,Самара,2021-07-03,5011.2
1017,Санкт-Петербург,2021-07-03,8179.2
1018,Тольятти,2021-07-03,8265.6
1019,Москва,2021-07-04,21484.8
1020,Самара,2021-07-04,7516.8
1021,Санкт-Петербург,2021-07-04,8179.2
1022,Тольятти,2021-07-04,13083.7
1023,Москва,2021-07-05,23443.2
1024,Самара,2021-07-05,6249.6
1025,Санкт-Петербург,2021-07-05,6729.85
1026,Тольятти,2021-07-05,6854.4
1027,Москва,2021-07-06,30643.2
1028,Самара,2021-07-06,6222.24
1029,Санкт-Петербург,2021-07-06,6724.8
1030,Тольятти,2021-07-06,8064.0
1031,Москва,2021-07-07,26323.2
1032,Самара,2021-07-07,4910.28
1033,Санкт-Петербург,2021-07-07,5273.79
1034,Тольятти,2021-07-07,8047.2
1035,Москва,2021-07-08,27241.4
1036,Самара,2021-07-08,10022.4
1037,Санкт-Петербург,2021-07-08,4723.2
1038,Тольятти,2021-07-08,9475.2
1039,Москва,2021-07-09,26323.2
1040,Самара,2021-07-09,1252.8
1041,Санкт-Петербург,2021-07-09,5270.4
1042,Тольятти,2021-07-09,3638.4
1043,Москва,2021-07-10,27018.2
1044,Самара,2021-07-10,7498.53
1045,Санкт-Петербург,2021-07-10,6724.8
1046,Тольятти,2021-07-10,13104.0
1047,Москва,2021-07-11,28069.0
1048,Самара,2021-07-11,6264.0
1049,Санкт-Петербург,2021-07-11,2908.8
1050,Тольятти,2021-07-11,11692.8
1051,Москва,2021-07-12,18604.8
1052,Самара,2021-07-12,10022.4
1053,Санкт-Петербург,2021-07-12,3816.0
1054,Тольятти,2021-07-12,14112.0
1055,Москва,2021-07-13,16077.56
1056,Самара,2021-07-13,4963.35
1057,Санкт-Петербург,2021-07-13,9633.6
1058,Тольятти,2021-07-13,4636.8
1059,Москва,2021-07-14,26303.0
1060,Самара,2021-07-14,7501.14
1061,Санкт-Петербург,2021-07-14,6724.8
1062,Тольятти,2021-07-14,10426.08
1063,Москва,2021-07-15,21814.6
1064,Самара,2021-07-15,2505.6
1065,Санкт-Петербург,2021-07-15,3816.0
1066,Тольятти,2021-07-15,5537.28
1067,Москва,2021-07-16,18020.8
1068,Самара,2021-07-16,3758.4
1069,Санкт-Петербург,2021-07-16,8179.2
1070,Тольятти,2021-07-16,9676.8
1071,Москва,2021-07-17,23226.56
1072,Самара,2021-07-17,6114.97
1073,Санкт-Петербург,2021-07-17,5270.4
1074,Тольятти,2021-07-17,14515.2
1075,Москва,2021-07-18,22338.4
1076,Самара,2021-07-18,5011.2
1077,Санкт-Петербург,2021-07-18,6724.8
1078,Тольятти,2021-07-18,14313.6
1079,Москва,2021-07-19,26121.6
1080,Самара,2021-07-19,6264.0
1081,Санкт-Петербург,2021-07-19,8580.17
1082,Тольятти,2021-07-19,11894.4
1083,Москва,2021-07-20,13363.2
1084,Самара,2021-07-20,3758.4
1085,Санкт-Петербург,2021-07-20,10540.8
1086,Тольятти,2021-07-20,13018.32
1087,Москва,2021-07-21,14388.12
1088,Самара,2021-07-21,2505.6
1089,Санкт-Петербург,2021-07-21,13449.6
1090,Тольятти,2021-07-21,10886.4
1091,Москва,2021-07-22,18605.8
1092,Самара,2021-07-22,5515.8
1093,Санкт-Петербург,2021-07-22,11995.2
1094,Тольятти,2021-07-22,12060.24
1095,Москва,2021-07-23,15206.4
1096,Самара,2021-07-23,8769.6
1097,Санкт-Петербург,2021-07-23,12542.4
1098,Тольятти,2021-07-23,16934.4
1099,Москва,2021-07-24,26122.6
1100,Самара,2021-07-24,3758.4
1101,Санкт-Петербург,2021-07-24,14904.0
1102,Тольятти,2021-07-24,10886.4
1103,Москва,2021-07-25,25200.0
1104,Самара,2021-07-25,7516.8
1105,Санкт-Петербург,2021-07-25,12542.4
1106,Тольятти,2021-07-25,13305.6
1107,Москва,2021-07-26,27512.04
1108,Самара,2021-07-26,3758.4
1109,Санкт-Петербург,2021-07-26,7272.0
1110,Тольятти,2021-07-26,14463.96
1111,Москва,2021-07-27,14716.8
1112,Самара,2021-07-27,3758.4
1113,Санкт-Петербург,2021-07-27,12980.74
1114,Тольятти,2021-07-27,14515.2
1115,Москва,2021-07-28,23443.2
1116,Самара,2021-07-28,8769.6
1117,Санкт-Петербург,2021-07-28,8179.2
1118,Тольятти,2021-07-28,17138.52
1119,Москва,2021-07-29,29920.8
1120,Самара,2021-07-29,5117.34
1121,Санкт-Петербург,2021-07-29,10540.8
1122,Тольятти,2021-07-29,13305.6
1123,Москва,2021-07-30,24114.2
1124,Самара,2021-07-30,1252.8
1125,Санкт-Петербург,2021-07-30,12576.74
1126,Тольятти,2021-07-30,13254.72
1127,Москва,2021-07-31,20044.8
1128,Самара,2021-07-31,5140.83
1129,Санкт-Петербург,2021-07-31,7272.0
1130,Тольятти,2021-07-31,15724.8
1131,Москва,2021-08-01,13276.8
1132,Самара,2021-08-01,8769.6
1133,Санкт-Петербург,2021-08-01,20305.01
1134,Тольятти,2021-08-01,11949.0
1135,Москва,2021-08-02,21715.2
1136,Самара,2021-08-02,5011.2
1137,Санкт-Петербург,2021-08-02,7272.0
1138,Тольятти,2021-08-02,10840.2
1139,Москва,2021-08-03,17078.4
1140,Самара,2021-08-03,1252.8
1141,Санкт-Петербург,2021-08-03,6724.8
1142,Тольятти,2021-08-03,14436.24
1143,Москва,2021-08-04,14803.2
1144,Самара,2021-08-04,7503.94
1145,Санкт-Петербург,2021-08-04,13996.8
1146,Тольятти,2021-08-04,8467.2
1147,Москва,2021-08-05,12758.4
1148,Самара,2021-08-05,6264.0
1149,Санкт-Петербург,2021-08-05,9919.43
1150,Тольятти,2021-08-05,12096.0
1151,Москва,2021-08-06,12758.4
1152,Самара,2021-08-06,6114.36
1153,Санкт-Петербург,2021-08-06,11088.0
1154,Тольятти,2021-08-06,11959.08
1155,Москва,2021-08-07,13276.8
1156,Самара,2021-08-07,4811.97
1157,Санкт-Петербург,2021-08-07,6307.2
1158,Тольятти,2021-08-07,13276.56
1159,Москва,2021-08-08,15321.6
1160,Самара,2021-08-08,8769.6
1161,Санкт-Петербург,2021-08-08,11995.2
1162,Тольятти,2021-08-08,10886.4
1163,Москва,2021-08-09,14198.4
1164,Самара,2021-08-09,3758.4
1165,Санкт-Петербург,2021-08-09,13939.2
1166,Тольятти,2021-08-09,14515.2
1167,Москва,2021-08-10,27878.4
1168,Самара,2021-08-10,6264.0
1169,Санкт-Петербург,2021-08-10,5820.96
1170,Тольятти,2021-08-10,14515.2
1171,Москва,2021-08-11,19123.2
1172,Самара,2021-08-11,7516.8
1173,Санкт-Петербург,2021-08-11,9839.64
1174,Тольятти,2021-08-11,12101.04
1175,Москва,2021-08-12,15321.6
1176,Самара,2021-08-12,3758.4
1177,Санкт-Петербург,2021-08-12,4363.2
1178,Тольятти,2021-08-12,12096.0
1179,Москва,2021-08-13,22842.6
1180,Самара,2021-08-13,8614.74
1181,Санкт-Петербург,2021-08-13,5270.4
1182,Тольятти,2021-08-13,10886.4
1183,Москва,2021-08-14,19440.0
1184,Самара,2021-08-14,3560.04
1185,Санкт-Петербург,2021-08-14,8179.2
1186,Тольятти,2021-08-14,8474.87
1187,Москва,2021-08-15,20044.8
1188,Самара,2021-08-15,6267.6
1189,Санкт-Петербург,2021-08-15,9633.6
1190,Тольятти,2021-08-15,12727.89
1191,Москва,2021-08-16,14803.2
1192,Самара,2021-08-16,5296.52
1193,Санкт-Петербург,2021-08-16,9633.6
1194,Тольятти,2021-08-16,11019.96
1195,Москва,2021-08-17,18604.8
1196,Самара,2021-08-17,1357.2
1197,Санкт-Петербург,2021-08-17,9505.03
1198,Тольятти,2021-08-17,11493.44
1199,Москва,2021-08-18,13363.2
1200,Самара,2021-08-18,2710.8
1201,Санкт-Петербург,2021-08-18,9086.4
1202,Тольятти,2021-08-18,12328.68
1203,Москва,2021-08-19,12299.2
1204,Самара,2021-08-19,5414.4
1205,Санкт-Петербург,2021-08-19,9086.4
1206,Тольятти,2021-08-19,7269.22
1207,Москва,2021-08-20,16243.2
1208,Самара,2021-08-20,8121.6
1209,Санкт-Петербург,2021-08-20,9924.92
1210,Тольятти,2021-08-20,13809.6
1211,Москва,2021-08-21,24364.8
1212,Самара,2021-08-21,11865.46
1213,Санкт-Петербург,2021-08-21,5270.4
1214,Тольятти,2021-08-21,13910.4
1215,Москва,2021-08-22,16036.28
1216,Самара,2021-08-22,14788.8
1217,Санкт-Петербург,2021-08-22,6177.6
1218,Тольятти,2021-08-22,12801.6
1219,Москва,2021-08-23,18057.4
1220,Самара,2021-08-23,5313.6
1221,Санкт-Петербург,2021-08-23,6724.8
1222,Тольятти,2021-08-23,11414.76
1223,Москва,2021-08-24,25152.28
1224,Самара,2021-08-24,3960.0
1225,Санкт-Петербург,2021-08-24,5270.4
1226,Тольятти,2021-08-24,8769.6
1227,Москва,2021-08-25,12441.6
1228,Самара,2021-08-25,8121.6
1229,Санкт-Петербург,2021-08-25,2361.6
1230,Тольятти,2021-08-25,8769.6
1231,Москва,2021-08-26,15829.0
1232,Самара,2021-08-26,6667.2
1233,Санкт-Петербург,2021-08-26,3816.0
1234,Тольятти,2021-08-26,17248.28
1235,Москва,2021-08-27,14803.2
1236,Самара,2021-08-27,12182.4
1237,Санкт-Петербург,2021-08-27,6177.6
1238,Тольятти,2021-08-27,19220.95
1239,Москва,2021-08-28,21069.6
1240,Самара,2021-08-28,10828.8
1241,Тольятти,2021-08-28,19152.0
1242,Москва,2021-08-29,12758.4
1243,Самара,2021-08-29,10709.42
1244,Санкт-Петербург,2021-08-29,2908.8
1245,Тольятти,2021-08-29,18043.2
1246,Москва,2021-08-30,11692.8
1247,Самара,2021-08-30,10828.8
1248,Санкт-Петербург,2021-08-30,3816.0
1249,Тольятти,2021-08-30,12772.48
1250,Москва,2021-08-31,18921.6
1251,Самара,2021-08-31,6768.0
1252,Санкт-Петербург,2021-08-31,9086.4
1253,Тольятти,2021-08-31,22852.62
1254,Москва,2021-09-01,11520.0
1255,Самара,2021-09-01,12182.4
1256,Санкт-Петербург,2021-09-01,4363.2
1257,Тольятти,2021-09-01,13863.36
1258,Москва,2021-09-02,10771.2
1259,Самара,2021-09-02,12182.4
1260,Санкт-Петербург,2021-09-02,5270.4
1261,Тольятти,2021-09-02,11491.2
1262,Москва,2021-09-03,18047.6
1263,Самара,2021-09-03,5414.4
1264,Санкт-Петербург,2021-09-03,5270.4
1265,Тольятти,2021-09-03,16732.8
1266,Москва,2021-09-04,19209.6
1267,Самара,2021-09-04,9475.2
1268,Тольятти,2021-09-04,14307.23
1269,Москва,2021-09-05,12902.4
1270,Самара,2021-09-05,8121.6
1271,Санкт-Петербург,2021-09-05,6724.8
1272,Тольятти,2021-09-05,19376.14
1273,Москва,2021-09-06,6163.2
1274,Самара,2021-09-06,5414.4
1275,Санкт-Петербург,2021-09-06,10540.8
1276,Тольятти,2021-09-06,19353.6
1277,Москва,2021-09-07,13132.8
1278,Самара,2021-09-07,8165.78
1279,Санкт-Петербург,2021-09-07,7632.0
1280,Тольятти,2021-09-07,11592.0
1281,Москва,2021-09-08,12547.76
1282,Самара,2021-09-08,4060.8
1283,Санкт-Петербург,2021-09-08,5270.4
1284,Тольятти,2021-09-08,12801.6
1285,Москва,2021-09-09,15782.4
1286,Самара,2021-09-09,13536.0
1287,Санкт-Петербург,2021-09-09,5270.4
1288,Тольятти,2021-09-09,15284.08
1289,Москва,2021-09-10,22839.24
1290,Самара,2021-09-10,5414.4
1291,Санкт-Петербург,2021-09-10,6724.8
1292,Тольятти,2021-09-10,17309.74
1293,Москва,2021-09-11,22075.32
1294,Самара,2021-09-11,10828.8
1295,Санкт-Петербург,2021-09-11,2908.8
1296,Тольятти,2021-09-11,10052.46
1297,Москва,2021-09-12,17136.0
1298,Самара,2021-09-12,17566.72
1299,Санкт-Петербург,2021-09-12,8179.2
1300,Тольятти,2021-09-12,18013.87
1301,Москва,2021-09-13,15603.2
1302,Самара,2021-09-13,5414.4
1303,Санкт-Петербург,2021-09-13,5817.6
1304,Тольятти,2021-09-13,24546.97
1305,Москва,2021-09-14,22665.6
1306,Самара,2021-09-14,2707.2
1307,Санкт-Петербург,2021-09-14,1454.4
1308,Тольятти,2021-09-14,15422.4
1309,Москва,2021-09-15,17799.4
1310,Самара,2021-09-15,1353.6
1311,Санкт-Петербург,2021-09-15,2908.8
1312,Тольятти,2021-09-15,16732.8
1313,Москва,2021-09-16,17511.24
1314,Самара,2021-09-16,8121.6
1315,Санкт-Петербург,2021-09-16,4906.32
1316,Тольятти,2021-09-16,18043.2
1317,Москва,2021-09-17,16588.8
1318,Самара,2021-09-17,9475.2
1319,Санкт-Петербург,2021-09-17,4363.2
1320,Тольятти,2021-09-17,15524.11
1321,Москва,2021-09-18,16387.2
1322,Самара,2021-09-18,8121.6
1323,Санкт-Петербург,2021-09-18,1454.4
1324,Тольятти,2021-09-18,14414.4
1325,Москва,2021-09-19,19584.0
1326,Самара,2021-09-19,9475.2
1327,Санкт-Петербург,2021-09-19,1454.4
1328,Тольятти,2021-09-19,16899.82
1329,Москва,2021-09-20,6681.6
1330,Самара,2021-09-20,8143.22
1331,Санкт-Петербург,2021-09-20,7272.0
1332,Тольятти,2021-09-20,19532.24
1333,Москва,2021-09-21,12902.4
1334,Самара,2021-09-21,4060.8
1335,Санкт-Петербург,2021-09-21,3816.0
1336,Тольятти,2021-09-21,10382.4
1337,Москва,2021-09-22,19958.4
1338,Самара,2021-09-22,2707.2
1339,Санкт-Петербург,2021-09-22,5270.4
1340,Тольятти,2021-09-22,15553.02
1341,Москва,2021-09-23,12708.6
1342,Самара,2021-09-23,4060.8
1343,Санкт-Петербург,2021-09-23,6676.32
1344,Тольятти,2021-09-23,7660.8
1345,Москва,2021-09-24,20706.04
1346,Самара,2021-09-24,9475.2
1347,Санкт-Петербург,2021-09-24,4363.2
1348,Тольятти,2021-09-24,12980.45
1349,Москва,2021-09-25,20797.2
1350,Самара,2021-09-25,6768.0
1351,Санкт-Петербург,2021-09-25,4363.2
1352,Тольятти,2021-09-25,11491.2
1353,Москва,2021-09-26,18980.04
1354,Самара,2021-09-26,10833.5
1355,Санкт-Петербург,2021-09-26,5817.6
1356,Тольятти,2021-09-26,11607.26
1357,Москва,2021-09-27,18432.0
1358,Самара,2021-09-27,8121.6
1359,Санкт-Петербург,2021-09-27,2908.8
1360,Тольятти,2021-09-27,11692.8
1361,Москва,2021-09-28,16070.4
1362,Самара,2021-09-28,9475.2
