,city,created_at_format,total_debt_total
1363,Санкт-Петербург,2021-09-28,8179.2
1364,Тольятти,2021-09-28,16700.04
1365,Москва,2021-09-29,17277.0
1366,Самара,2021-09-29,5887.22
1367,Санкт-Петербург,2021-09-29,4363.2
1368,Тольятти,2021-09-29,14385.28
1369,Москва,2021-09-30,18260.88
1370,Самара,2021-09-30,10645.5
1371,Санкт-Петербург,2021-09-30,5270.4
1372,Тольятти,2021-09-30,14414.4
1373,Москва,2021-10-01,22084.28
1374,Самара,2021-10-01,10828.8
1375,Санкт-Петербург,2021-10-01,4363.2
1376,Тольятти,2021-10-01,10585.12
1377,Москва,2021-10-02,22608.0
1378,Самара,2021-10-02,11516.88
1379,Санкт-Петербург,2021-10-02,4363.2
1380,Тольятти,2021-10-02,7761.6
1381,Москва,2021-10-03,21081.6
1382,Самара,2021-10-03,10769.58
1383,Санкт-Петербург,2021-10-03,6724.8
1384,Тольятти,2021-10-03,15547.56
1385,Москва,2021-10-04,24480.0
1386,Самара,2021-10-04,2707.2
1387,Санкт-Петербург,2021-10-04,7942.86
1388,Тольятти,2021-10-04,14053.55
1389,Москва,2021-10-05,24710.4
1390,Самара,2021-10-05,2707.2
1391,Санкт-Петербург,2021-10-05,8179.2
1392,Тольятти,2021-10-05,15576.68
1393,Москва,2021-10-06,25948.8
1394,Самара,2021-10-06,4060.8
1395,Санкт-Петербург,2021-10-06,9086.4
1396,Тольятти,2021-10-06,10382.4
1397,Москва,2021-10-07,23161.44
1398,Самара,2021-10-07,9475.2
1399,Санкт-Петербург,2021-10-07,8374.13
1400,Тольятти,2021-10-07,15548.47
1401,Москва,2021-10-08,21628.8
1402,Самара,2021-10-08,6660.84
1403,Санкт-Петербург,2021-10-08,11995.2
1404,Тольятти,2021-10-08,18144.0
1405,Москва,2021-10-09,23990.4
1406,Самара,2021-10-09,17251.2
1407,Санкт-Петербург,2021-10-09,7632.0
1408,Тольятти,2021-10-09,14414.4
1409,Москва,2021-10-10,32342.4
1410,Самара,2021-10-10,13087.66
1411,Санкт-Петербург,2021-10-10,11995.2
1412,Тольятти,2021-10-10,11793.6
1413,Москва,2021-10-11,24566.4
1414,Самара,2021-10-11,13089.6
1415,Санкт-Петербург,2021-10-11,13433.44
1416,Тольятти,2021-10-11,17341.17
1417,Москва,2021-10-12,29203.2
1418,Самара,2021-10-12,15593.76
1419,Санкт-Петербург,2021-10-12,21211.2
1420,Тольятти,2021-10-12,11692.8
1421,Москва,2021-10-13,24940.8
1422,Самара,2021-10-13,11690.4
1423,Санкт-Петербург,2021-10-13,32299.2
1424,Тольятти,2021-10-13,13088.01
1425,Москва,2021-10-14,27532.8
1426,Самара,2021-10-14,14788.8
1427,Санкт-Петербург,2021-10-14,23155.2
1428,Тольятти,2021-10-14,16934.4
1429,Москва,2021-10-15,31910.4
1430,Самара,2021-10-15,19954.44
1431,Санкт-Петербург,2021-10-15,18302.4
1432,Тольятти,2021-10-15,14165.48
1433,Москва,2021-10-16,48118.28
1434,Самара,2021-10-16,13761.6
1435,Санкт-Петербург,2021-10-16,18849.6
1436,Тольятти,2021-10-16,14414.4
1437,Москва,2021-10-17,38126.16
1438,Самара,2021-10-17,14889.6
1439,Санкт-Петербург,2021-10-17,21758.4
1440,Тольятти,2021-10-17,16913.47
1441,Москва,2021-10-18,35245.58
1442,Самара,2021-10-18,13187.0
1443,Санкт-Петербург,2021-10-18,22665.6
1444,Тольятти,2021-10-18,9172.8
1445,Москва,2021-10-19,32177.88
1446,Самара,2021-10-19,8121.6
1447,Санкт-Петербург,2021-10-19,19756.8
1448,Тольятти,2021-10-19,15462.72
1449,Москва,2021-10-20,39772.1
1450,Самара,2021-10-20,14544.0
1451,Санкт-Петербург,2021-10-20,17395.2
1452,Тольятти,2021-10-20,16934.4
1453,Москва,2021-10-21,38188.8
1454,Самара,2021-10-21,10483.2
1455,Санкт-Петербург,2021-10-21,16488.0
1456,Тольятти,2021-10-21,15707.51
1457,Москва,2021-10-22,42105.6
1458,Самара,2021-10-22,10480.38
1459,Санкт-Петербург,2021-10-22,16688.67
1460,Тольятти,2021-10-22,9130.94
1461,Москва,2021-10-23,43486.0
1462,Самара,2021-10-23,11836.8
1463,Санкт-Петербург,2021-10-23,18323.86
1464,Тольятти,2021-10-23,12941.32
1465,Москва,2021-10-24,54144.0
1466,Самара,2021-10-24,10750.78
1467,Санкт-Петербург,2021-10-24,9633.6
1468,Тольятти,2021-10-24,6552.0
1469,Москва,2021-10-25,42998.4
1470,Самара,2021-10-25,9475.2
1471,Санкт-Петербург,2021-10-25,14904.0
1472,Тольятти,2021-10-25,10382.4
1473,Москва,2021-10-26,49824.0
1474,Самара,2021-10-26,10450.66
1475,Санкт-Петербург,2021-10-26,13449.6
1476,Тольятти,2021-10-26,11793.6
1477,Москва,2021-10-27,45877.74
1478,Самара,2021-10-27,6422.4
1479,Санкт-Петербург,2021-10-27,18720.0
1480,Тольятти,2021-10-27,15584.87
1481,Москва,2021-10-28,44614.06
1482,Самара,2021-10-28,11840.4
1483,Санкт-Петербург,2021-10-28,16358.4
1484,Тольятти,2021-10-28,10382.4
1485,Москва,2021-10-29,38609.24
1486,Самара,2021-10-29,9125.74
1487,Санкт-Петербург,2021-10-29,17812.8
1488,Тольятти,2021-10-29,14194.39
1489,Москва,2021-10-30,33379.2
1490,Самара,2021-10-30,9475.2
1491,Санкт-Петербург,2021-10-30,13449.6
1492,Тольятти,2021-10-30,7761.6
1493,Москва,2021-10-31,43228.8
1494,Самара,2021-10-31,10728.0
1495,Санкт-Петербург,2021-10-31,17812.8
1496,Тольятти,2021-10-31,12896.73
1497,Москва,2021-11-01,41097.6
1498,Самара,2021-11-01,14788.8
1499,Санкт-Петербург,2021-11-01,15451.2
1500,Тольятти,2021-11-01,6552.0
1501,Москва,2021-11-02,44313.2
1502,Самара,2021-11-02,6768.0
1503,Санкт-Петербург,2021-11-02,9633.6
1504,Тольятти,2021-11-02,8653.4
1505,Москва,2021-11-03,42710.4
1506,Самара,2021-11-03,9126.2
1507,Санкт-Петербург,2021-11-03,13996.8
1508,Тольятти,2021-11-03,10382.4
1509,Москва,2021-11-04,31939.2
1510,Самара,2021-11-04,9129.6
1511,Санкт-Петербург,2021-11-04,8726.4
1512,Тольятти,2021-11-04,8961.68
1513,Москва,2021-11-05,45820.8
1514,Самара,2021-11-05,9328.56
1515,Санкт-Петербург,2021-11-05,13996.8
1516,Тольятти,2021-11-05,7761.6
1517,Москва,2021-11-06,35732.75
1518,Самара,2021-11-06,5882.4
1519,Санкт-Петербург,2021-11-06,11088.0
1520,Тольятти,2021-11-06,7539.56
1521,Москва,2021-11-07,45302.4
1522,Самара,2021-11-07,7150.42
1523,Санкт-Петербург,2021-11-07,4363.2
1524,Тольятти,2021-11-07,6552.0
1525,Москва,2021-11-08,47260.8
1526,Самара,2021-11-08,8020.8
1527,Санкт-Петербург,2021-11-08,12439.38
1528,Тольятти,2021-11-08,5241.6
1529,Москва,2021-11-09,34590.44
1530,Самара,2021-11-09,2868.15
1531,Санкт-Петербург,2021-11-09,10540.8
1532,Тольятти,2021-11-09,2620.8
1533,Москва,2021-11-10,41043.28
1534,Самара,2021-11-10,6656.59
1535,Санкт-Петербург,2021-11-10,11088.0
1536,Тольятти,2021-11-10,3931.2
1537,Москва,2021-11-11,39781.64
1538,Самара,2021-11-11,6667.2
1539,Санкт-Петербург,2021-11-11,11088.0
1540,Тольятти,2021-11-11,4220.58
1541,Москва,2021-11-12,44893.64
1542,Самара,2021-11-12,2631.06
1543,Санкт-Петербург,2021-11-12,12542.4
1544,Тольятти,2021-11-12,6362.93
1545,Москва,2021-11-13,30155.24
1546,Самара,2021-11-13,8118.78
1547,Санкт-Петербург,2021-11-13,11088.0
1548,Тольятти,2021-11-13,7762.31
1549,Москва,2021-11-14,25430.4
1550,Самара,2021-11-14,6765.18
1551,Санкт-Петербург,2021-11-14,7272.0
1552,Тольятти,2021-11-14,3839.3
1553,Москва,2021-11-15,26108.68
1554,Самара,2021-11-15,2704.38
1555,Санкт-Петербург,2021-11-15,8179.2
1556,Тольятти,2021-11-15,6038.98
1557,Москва,2021-11-16,30586.2
1558,Самара,2021-11-16,4057.98
1559,Санкт-Петербург,2021-11-16,10123.2
1560,Тольятти,2021-11-16,2533.45
1561,Москва,2021-11-17,39053.47
1562,Самара,2021-11-17,4057.98
1563,Санкт-Петербург,2021-11-17,11579.98
1564,Тольятти,2021-11-17,3839.31
1565,Москва,2021-11-18,30164.36
1566,Самара,2021-11-18,5411.58
1567,Санкт-Петербург,2021-11-18,8179.2
1568,Тольятти,2021-11-18,1217.6
1569,Москва,2021-11-19,27746.52
1570,Самара,2021-11-19,2603.58
1571,Санкт-Петербург,2021-11-19,5817.6
1572,Тольятти,2021-11-19,1094.07
1573,Москва,2021-11-20,24424.04
1574,Самара,2021-11-20,2704.38
1575,Санкт-Петербург,2021-11-20,8179.2
1576,Тольятти,2021-11-20,1007.62
1577,Москва,2021-11-21,21256.04
1578,Самара,2021-11-21,5855.26
1579,Санкт-Петербург,2021-11-21,7272.0
1580,Тольятти,2021-11-21,1176.88
1581,Москва,2021-11-22,19529.68
1582,Самара,2021-11-22,1350.78
1583,Санкт-Петербург,2021-11-22,9633.6
1584,Тольятти,2021-11-22,2588.08
1585,Москва,2021-11-23,27149.74
1586,Самара,2021-11-23,1350.78
1587,Санкт-Петербург,2021-11-23,8040.8
1588,Тольятти,2021-11-23,1288.08
1589,Москва,2021-11-24,36360.19
1590,Самара,2021-11-24,4066.98
1591,Санкт-Петербург,2021-11-24,8179.2
1592,Тольятти,2021-11-24,2586.26
1593,Москва,2021-11-25,17895.36
1594,Самара,2021-11-25,2459.78
1595,Санкт-Петербург,2021-11-25,17337.6
1596,Тольятти,2021-11-25,7734.67
1597,Москва,2021-11-26,20997.0
1598,Самара,2021-11-26,2046.98
1599,Санкт-Петербург,2021-11-26,6724.8
1600,Тольятти,2021-11-26,2393.18
1601,Москва,2021-11-27,27871.6
1602,Самара,2021-11-27,3942.52
1603,Санкт-Петербург,2021-11-27,3816.0
1604,Москва,2021-11-28,33412.4
1605,Самара,2021-11-28,6552.44
1606,Санкт-Петербург,2021-11-28,8179.2
1607,Тольятти,2021-11-28,3119.49
1608,Москва,2021-11-29,40904.4
1609,Самара,2021-11-29,7532.68
1610,Санкт-Петербург,2021-11-29,5270.4
1611,Москва,2021-11-30,22392.0
1612,Самара,2021-11-30,1636.44
1613,Москва,2021-12-01,32955.0
1614,Самара,2021-12-01,5793.78
1615,Санкт-Петербург,2021-12-01,2361.6
1616,Тольятти,2021-12-01,1618.81
1617,Москва,2021-12-02,17866.52
1618,Самара,2021-12-02,3559.22
1619,Санкт-Петербург,2021-12-02,2361.6
1620,Тольятти,2021-12-02,1591.8
1621,Москва,2021-12-03,17296.4
1622,Самара,2021-12-03,8082.55
1623,Санкт-Петербург,2021-12-03,3816.0
1624,Москва,2021-12-04,16375.2
1625,Самара,2021-12-04,8492.63
1626,Санкт-Петербург,2021-12-04,5270.4
1627,Москва,2021-12-05,19887.4
1628,Самара,2021-12-05,5188.04
1629,Санкт-Петербург,2021-12-05,3752.37
1630,Тольятти,2021-12-05,5729.47
1631,Москва,2021-12-06,21863.6
1632,Самара,2021-12-06,8441.67
1633,Санкт-Петербург,2021-12-06,4363.2
1634,Тольятти,2021-12-06,4706.97
1635,Москва,2021-12-07,23650.44
1636,Самара,2021-12-07,7782.43
1637,Санкт-Петербург,2021-12-07,6724.8
1638,Тольятти,2021-12-07,6364.93
1639,Москва,2021-12-08,25720.46
1640,Самара,2021-12-08,2567.79
1641,Санкт-Петербург,2021-12-08,9633.6
1642,Тольятти,2021-12-08,9169.16
1643,Москва,2021-12-09,21689.08
1644,Самара,2021-12-09,4598.73
1645,Санкт-Петербург,2021-12-09,5270.4
1646,Тольятти,2021-12-09,10483.2
1647,Москва,2021-12-10,26161.48
1648,Самара,2021-12-10,6472.99
1649,Санкт-Петербург,2021-12-10,6724.8
1650,Тольятти,2021-12-10,7862.4
1651,Москва,2021-12-11,24534.8
1652,Самара,2021-12-11,3699.89
1653,Санкт-Петербург,2021-12-11,6307.2
1654,Тольятти,2021-12-11,6552.0
1655,Москва,2021-12-12,16387.2
1656,Самара,2021-12-12,5303.65
1657,Санкт-Петербург,2021-12-12,5817.6
1658,Тольятти,2021-12-12,11793.6
1659,Москва,2021-12-13,16500.6
1660,Самара,2021-12-13,4425.2
1661,Санкт-Петербург,2021-12-13,5515.2
1662,Тольятти,2021-12-13,9172.8
1663,Москва,2021-12-14,18820.8
1664,Самара,2021-12-14,9475.2
1665,Санкт-Петербург,2021-12-14,4363.2
1666,Тольятти,2021-12-14,7561.19
1667,Москва,2021-12-15,36850.0
1668,Самара,2021-12-15,11259.44
1669,Санкт-Петербург,2021-12-15,6935.2
1670,Тольятти,2021-12-15,7862.4
1671,Москва,2021-12-16,15889.76
1672,Самара,2021-12-16,12270.44
1673,Санкт-Петербург,2021-12-16,5817.6
1674,Тольятти,2021-12-16,10115.2
1675,Москва,2021-12-17,28774.96
1676,Самара,2021-12-17,15907.24
1677,Санкт-Петербург,2021-12-17,5817.6
1678,Тольятти,2021-12-17,17449.79
1679,Москва,2021-12-18,27521.8
1680,Самара,2021-12-18,14201.68
1681,Санкт-Петербург,2021-12-18,8424.0
1682,Тольятти,2021-12-18,15356.8
1683,Москва,2021-12-19,38858.81
1684,Самара,2021-12-19,22205.64
1685,Санкт-Петербург,2021-12-19,13276.8
1686,Тольятти,2021-12-19,16667.2
1687,Москва,2021-12-20,32098.6
1688,Самара,2021-12-20,5421.6
1689,Санкт-Петербург,2021-12-20,9878.4
1690,Тольятти,2021-12-20,14789.2
1691,Москва,2021-12-21,15465.2
1692,Самара,2021-12-21,8121.6
1693,Санкт-Петербург,2021-12-21,5515.2
1694,Тольятти,2021-12-21,12854.0
1695,Москва,2021-12-22,26568.0
1696,Самара,2021-12-22,6768.0
1697,Санкт-Петербург,2021-12-22,6969.6
1698,Тольятти,2021-12-22,17035.2
1699,Москва,2021-12-23,23634.4
1700,Самара,2021-12-23,12006.0
1701,Санкт-Петербург,2021-12-23,5515.2
1702,Тольятти,2021-12-23,12560.07
1703,Москва,2021-12-24,26146.76
1704,Самара,2021-12-24,9290.34
1705,Санкт-Петербург,2021-12-24,2908.8
1706,Тольятти,2021-12-24,16786.11
1707,Москва,2021-12-25,23832.0
1708,Самара,2021-12-25,14889.6
1709,Санкт-Петербург,2021-12-25,5515.2
1710,Тольятти,2021-12-25,19195.35
1711,Москва,2021-12-26,19415.6
1712,Самара,2021-12-26,13339.6
1713,Санкт-Петербург,2021-12-26,9878.4
1714,Тольятти,2021-12-26,16970.37
1715,Москва,2021-12-27,19180.8
1716,Самара,2021-12-27,7975.2
1717,Санкт-Петербург,2021-12-27,8726.4
1718,Тольятти,2021-12-27,19656.0
1719,Москва,2021-12-28,26472.4
1720,Самара,2021-12-28,9475.2
1721,Санкт-Петербург,2021-12-28,11325.73
1722,Тольятти,2021-12-28,16721.28
1723,Москва,2021-12-29,36294.0
1724,Самара,2021-12-29,6768.0
1725,Санкт-Петербург,2021-12-29,9878.4
1726,Тольятти,2021-12-29,15615.91
1727,Москва,2021-12-30,21454.8
1728,Самара,2021-12-30,12182.4
1729,Санкт-Петербург,2021-12-30,7459.2
1730,Тольятти,2021-12-30,19316.07
1731,Москва,2021-12-31,22165.2
1732,Самара,2021-12-31,12042.34
1733,Санкт-Петербург,2021-12-31,5534.44
1734,Тольятти,2021-12-31,10050.87
1735,Москва,2022-01-01,29338.4
1736,Самара,2022-01-01,17596.8
1737,Санкт-Петербург,2022-01-01,4852.8
1738,Тольятти,2022-01-01,13194.92
1739,Москва,2022-01-02,23817.6
1740,Самара,2022-01-02,9475.2
1741,Санкт-Петербург,2022-01-02,6307.2
1742,Тольятти,2022-01-02,7862.4
1743,Москва,2022-01-03,31042.0
1744,Самара,2022-01-03,6768.0
1745,Санкт-Петербург,2022-01-03,5817.6
1746,Тольятти,2022-01-03,6552.0
1747,Москва,2022-01-04,37009.2
1748,Самара,2022-01-04,10828.8
1749,Санкт-Петербург,2022-01-04,11030.4
1750,Тольятти,2022-01-04,8836.56
1751,Москва,2022-01-05,35148.4
1752,Самара,2022-01-05,10828.8
1753,Санкт-Петербург,2022-01-05,7519.45
1754,Тольятти,2022-01-05,9172.8
1755,Москва,2022-01-06,57565.8
1756,Самара,2022-01-06,9475.2
1757,Санкт-Петербург,2022-01-06,4834.62
1758,Тольятти,2022-01-06,14414.4
1759,Москва,2022-01-07,32028.2
1760,Самара,2022-01-07,9475.2
1761,Санкт-Петербург,2022-01-07,8179.2
1762,Тольятти,2022-01-07,6552.0
1763,Москва,2022-01-08,33069.2
1764,Самара,2022-01-08,10828.8
1765,Санкт-Петербург,2022-01-08,11937.6
1766,Тольятти,2022-01-08,9172.8
1767,Москва,2022-01-09,38325.2
1768,Самара,2022-01-09,10828.8
1769,Санкт-Петербург,2022-01-09,7272.0
1770,Тольятти,2022-01-09,11793.6
1771,Москва,2022-01-10,41867.6
1772,Самара,2022-01-10,12182.4
1773,Санкт-Петербург,2022-01-10,8424.0
1774,Тольятти,2022-01-10,9167.34
1775,Москва,2022-01-11,40236.0
1776,Самара,2022-01-11,13779.46
1777,Санкт-Петербург,2022-01-11,15878.8
1778,Тольятти,2022-01-11,7862.4
1779,Москва,2022-01-12,41158.8
1780,Самара,2022-01-12,8121.6
1781,Санкт-Петербург,2022-01-12,18975.8
1782,Тольятти,2022-01-12,10483.2
1783,Москва,2022-01-13,23805.6
1784,Самара,2022-01-13,14889.6
1785,Санкт-Петербург,2022-01-13,17035.2
1786,Тольятти,2022-01-13,10483.2
1787,Москва,2022-01-14,29228.8
1788,Самара,2022-01-14,13536.0
1789,Санкт-Петербург,2022-01-14,12330.8
1790,Тольятти,2022-01-14,6791.04
1791,Москва,2022-01-15,33736.0
1792,Самара,2022-01-15,12182.4
1793,Санкт-Петербург,2022-01-15,9874.0
1794,Тольятти,2022-01-15,6552.0
1795,Москва,2022-01-16,31921.6
1796,Самара,2022-01-16,13536.0
1797,Санкт-Петербург,2022-01-16,15078.0
1798,Тольятти,2022-01-16,11793.6
1799,Москва,2022-01-17,29786.0
1800,Самара,2022-01-17,11915.44
1801,Санкт-Петербург,2022-01-17,11021.6
1802,Тольятти,2022-01-17,9172.8
1803,Москва,2022-01-18,23679.2
1804,Самара,2022-01-18,6768.0
1805,Санкт-Петербург,2022-01-18,12970.0
1806,Тольятти,2022-01-18,9172.8
1807,Москва,2022-01-19,26155.75
1808,Самара,2022-01-19,12182.4
1809,Санкт-Петербург,2022-01-19,15874.4
1810,Тольятти,2022-01-19,13104.0
1811,Москва,2022-01-20,28020.4
1812,Самара,2022-01-20,6769.2
1813,Санкт-Петербург,2022-01-20,17765.8
1814,Тольятти,2022-01-20,7862.4
1815,Москва,2022-01-21,25258.8
1816,Самара,2022-01-21,6768.0
1817,Санкт-Петербург,2022-01-21,8909.2
1818,Тольятти,2022-01-21,9172.8
1819,Москва,2022-01-22,31315.8
1820,Самара,2022-01-22,6768.0
1821,Санкт-Петербург,2022-01-22,17986.8
1822,Тольятти,2022-01-22,9172.8
1823,Москва,2022-01-23,18760.0
1824,Самара,2022-01-23,6768.0
1825,Санкт-Петербург,2022-01-23,9571.6
1826,Тольятти,2022-01-23,9172.8
1827,Москва,2022-01-24,23732.4
1828,Самара,2022-01-24,6768.0
1829,Санкт-Петербург,2022-01-24,18485.2
1830,Тольятти,2022-01-24,14414.4
1831,Москва,2022-01-25,19219.6
1832,Самара,2022-01-25,8121.6
1833,Санкт-Петербург,2022-01-25,15878.8
1834,Тольятти,2022-01-25,5241.6
1835,Москва,2022-01-26,29742.8
1836,Самара,2022-01-26,14975.0
1837,Санкт-Петербург,2022-01-26,19935.2
1838,Тольятти,2022-01-26,15724.8
1839,Москва,2022-01-27,29179.2
1840,Самара,2022-01-27,12136.88
1841,Санкт-Петербург,2022-01-27,14122.0
1842,Тольятти,2022-01-27,14414.4
1843,Москва,2022-01-28,28902.4
1844,Самара,2022-01-28,12996.8
1845,Санкт-Петербург,2022-01-28,16536.8
1846,Тольятти,2022-01-28,14414.4
1847,Москва,2022-01-29,30434.0
1848,Самара,2022-01-29,8121.6
1849,Санкт-Петербург,2022-01-29,12672.0
1850,Тольятти,2022-01-29,7862.4
1851,Москва,2022-01-30,34538.0
1852,Самара,2022-01-30,4832.6
1853,Санкт-Петербург,2022-01-30,4060.8
1854,Тольятти,2022-01-30,6414.77
1855,Москва,2022-01-31,27593.2
1856,Самара,2022-01-31,8121.6
1857,Санкт-Петербург,2022-01-31,18485.2
1858,Тольятти,2022-01-31,14414.4
1859,Москва,2022-02-01,26434.4
1860,Самара,2022-02-01,15901.04
1861,Санкт-Петербург,2022-02-01,19939.6
1862,Тольятти,2022-02-01,18345.6
1863,Москва,2022-02-02,36188.22
1864,Самара,2022-02-02,14889.6
1865,Санкт-Петербург,2022-02-02,19445.6
1866,Тольятти,2022-02-02,19573.19
1867,Москва,2022-02-03,33554.4
1868,Самара,2022-02-03,9475.2
1869,Санкт-Петербург,2022-02-03,10970.73
1870,Тольятти,2022-02-03,15724.8
1871,Москва,2022-02-04,28302.8
1872,Самара,2022-02-04,4060.8
1873,Санкт-Петербург,2022-02-04,14424.4
1874,Тольятти,2022-02-04,17035.2
1875,Москва,2022-02-05,22796.4
1876,Самара,2022-02-05,14889.6
1877,Санкт-Петербург,2022-02-05,4363.2
1878,Тольятти,2022-02-05,14414.4
1879,Москва,2022-02-06,34994.4
1880,Самара,2022-02-06,4060.8
1881,Санкт-Петербург,2022-02-06,13930.4
1882,Тольятти,2022-02-06,7862.4
1883,Москва,2022-02-07,30381.6
1884,Самара,2022-02-07,4060.8
1885,Санкт-Петербург,2022-02-07,12974.4
1886,Тольятти,2022-02-07,14414.4
1887,Москва,2022-02-08,31930.2
1888,Самара,2022-02-08,9475.2
1889,Санкт-Петербург,2022-02-08,7761.6
1890,Тольятти,2022-02-08,11793.6
1891,Москва,2022-02-09,22135.2
1892,Самара,2022-02-09,9475.2
1893,Санкт-Петербург,2022-02-09,12965.6
1894,Тольятти,2022-02-09,15724.8
1895,Москва,2022-02-10,24002.8
1896,Самара,2022-02-10,4060.8
1897,Санкт-Петербург,2022-02-10,19935.2
1898,Тольятти,2022-02-10,13535.34
1899,Москва,2022-02-11,24301.06
1900,Самара,2022-02-11,6768.0
1901,Санкт-Петербург,2022-02-11,16536.8
1902,Тольятти,2022-02-11,9172.8
1903,Москва,2022-02-12,14239.6
1904,Самара,2022-02-12,9928.8
1905,Санкт-Петербург,2022-02-12,22043.2
1906,Тольятти,2022-02-12,9172.8
1907,Москва,2022-02-13,21867.2
1908,Самара,2022-02-13,8765.08
1909,Санкт-Петербург,2022-02-13,11217.6
1910,Тольятти,2022-02-13,7862.4
1911,Москва,2022-02-14,24121.4
1912,Самара,2022-02-14,3160.8
1913,Санкт-Петербург,2022-02-14,17026.4
1914,Тольятти,2022-02-14,17035.2
1915,Москва,2022-02-15,32615.2
1916,Самара,2022-02-15,8575.2
1917,Санкт-Петербург,2022-02-15,12970.0
1918,Тольятти,2022-02-15,15652.91
1919,Москва,2022-02-16,22092.0
1920,Самара,2022-02-16,2707.2
1921,Санкт-Петербург,2022-02-16,19743.6
1922,Тольятти,2022-02-16,9172.8
1923,Москва,2022-02-17,25496.0
1924,Самара,2022-02-17,6821.6
1925,Санкт-Петербург,2022-02-17,14424.4
1926,Тольятти,2022-02-17,5241.6
1927,Москва,2022-02-18,26573.4
1928,Самара,2022-02-18,6118.0
1929,Санкт-Петербург,2022-02-18,12970.0
1930,Тольятти,2022-02-18,11793.6
1931,Москва,2022-02-19,28406.0
1932,Самара,2022-02-19,5414.4
1933,Санкт-Петербург,2022-02-19,4848.4
1934,Тольятти,2022-02-19,18345.6
1935,Москва,2022-02-20,21416.4
1936,Самара,2022-02-20,6768.0
1937,Санкт-Петербург,2022-02-20,16176.8
1938,Тольятти,2022-02-20,11793.6
1939,Москва,2022-02-21,24604.2
1940,Самара,2022-02-21,6768.0
1941,Санкт-Петербург,2022-02-21,17333.2
1942,Тольятти,2022-02-21,13104.0
1943,Москва,2022-02-22,26618.2
1944,Самара,2022-02-22,6768.0
1945,Санкт-Петербург,2022-02-22,15874.4
1946,Тольятти,2022-02-22,14414.4
1947,Москва,2022-02-23,32818.0
1948,Самара,2022-02-23,6768.0
1949,Санкт-Петербург,2022-02-23,11818.0
1950,Тольятти,2022-02-23,9172.8
1951,Москва,2022-02-24,27877.6
1952,Самара,2022-02-24,6768.0
1953,Санкт-Петербург,2022-02-24,11813.6
1954,Тольятти,2022-02-24,7862.4
1955,Москва,2022-02-25,30109.6
1956,Самара,2022-02-25,6768.0
1957,Санкт-Петербург,2022-02-25,15883.2
1958,Тольятти,2022-02-25,10483.2
1959,Москва,2022-02-26,22572.8
1960,Самара,2022-02-26,4060.8
1961,Санкт-Петербург,2022-02-26,11818.0
1962,Тольятти,2022-02-26,10483.2
1963,Москва,2022-02-27,16836.0
1964,Самара,2022-02-27,6768.0
1965,Санкт-Петербург,2022-02-27,7459.2
1966,Тольятти,2022-02-27,9172.8
1967,Москва,2022-02-28,32282.8
1968,Самара,2022-02-28,2707.2
1969,Санкт-Петербург,2022-02-28,10363.6
1970,Тольятти,2022-02-28,7862.4
1971,Москва,2022-03-01,35084.4
1972,Самара,2022-03-01,8518.28
1973,Санкт-Петербург,2022-03-01,14722.4
1974,Тольятти,2022-03-01,10483.2
1975,Москва,2022-03-02,24002.8
1976,Самара,2022-03-02,5414.4
1977,Санкт-Петербург,2022-03-02,12476.0
1978,Тольятти,2022-03-02,7862.4
1979,Москва,2022-03-03,22889.6
1980,Самара,2022-03-03,1353.6
1981,Санкт-Петербург,2022-03-03,10363.6
1982,Тольятти,2022-03-03,10183.2
1983,Москва,2022-03-04,25228.0
1984,Самара,2022-03-04,3950.82
1985,Санкт-Петербург,2022-03-04,11328.4
1986,Тольятти,2022-03-04,9172.8
1987,Москва,2022-03-05,22923.8
1988,Самара,2022-03-05,4060.8
1989,Санкт-Петербург,2022-03-05,12116.0
1990,Тольятти,2022-03-05,14414.4
1991,Москва,2022-03-06,19741.6
1992,Самара,2022-03-06,3143.0
1993,Санкт-Петербург,2022-03-06,10363.6
1994,Тольятти,2022-03-06,9172.8
1995,Москва,2022-03-07,26942.8
1996,Самара,2022-03-07,4060.8
1997,Санкт-Петербург,2022-03-07,8909.2
1998,Тольятти,2022-03-07,10483.2
1999,Москва,2022-03-08,23662.8
2000,Самара,2022-03-08,6268.6
2001,Санкт-Петербург,2022-03-08,9578.0
2002,Тольятти,2022-03-08,14414.4
2003,Москва,2022-03-09,27326.0
2004,Самара,2022-03-09,4060.8
2005,Санкт-Петербург,2022-03-09,5510.8
2006,Тольятти,2022-03-09,15724.8
2007,Москва,2022-03-10,29866.0
2008,Самара,2022-03-10,5414.4
2009,Санкт-Петербург,2022-03-10,5510.8
2010,Тольятти,2022-03-10,13104.0
2011,Москва,2022-03-11,24326.4
2012,Санкт-Петербург,2022-03-11,10359.2
2013,Тольятти,2022-03-11,13104.0
2014,Москва,2022-03-12,33710.8
2015,Самара,2022-03-12,1353.6
2016,Санкт-Петербург,2022-03-12,8419.6
2017,Тольятти,2022-03-12,16108.2
2018,Москва,2022-03-13,31382.4
2019,Самара,2022-03-13,2707.2
2020,Санкт-Петербург,2022-03-13,11324.0
2021,Тольятти,2022-03-13,8340.9
2022,Москва,2022-03-14,22698.0
2023,Самара,2022-03-14,2707.2
2024,Санкт-Петербург,2022-03-14,2606.4
2025,Тольятти,2022-03-14,7862.4
2026,Москва,2022-03-15,23591.0
2027,Самара,2022-03-15,6633.58
